trans_date,first,last,merchant,category,amount,city,state,is_fraud,email
01/02/2026 08:49,Neha,Das,Swiggy,grocery,51912.26,Mumbai,WB,0,neha.das@mail.com
06/22/2026 22:34,Arjun,Gupta,Amazon,grocery,33256.46,Kolkata,WB,0,arjun.gupta@mail.com
07/07/2026 05:18,Aditya,Singh,Ola,electronics,34645.14,Hyderabad,TS,0,aditya.singh@mail.com
06/15/2026 11:27,Aarav,Nair,Myntra,travel,37866.22,Chennai,GJ,0,aarav.nair@mail.com
03/06/2026 11:38,Kavya,Kapoor,Pizza Hut,transport,26566.41,Pune,MH,0,kavya.kapoor@mail.com
01/09/2026 18:55,Rohan,Das,Reliance Store,transport,53612.16,Chennai,WB,0,rohan.das@mail.com
07/18/2026 11:00,Rohan,Gupta,Big Bazaar,grocery,25744.76,Hyderabad,GJ,0,rohan.gupta@mail.com
03/10/2026 07:51,Ishaan,Singh,Croma,food,74524.57,Chennai,TN,0,ishaan.singh@mail.com
10/02/2026 01:51,Kavya,Mehta,Myntra,electronics,43246.88,Kolkata,KA,1,kavya.mehta@mail.com
06/25/2026 02:36,Arjun,Nair,Swiggy,shopping,66002.59,Pune,TS,1,arjun.nair@mail.com
06/11/2026 06:56,Kavya,Gupta,Reliance Store,shopping,55248.59,Hyderabad,WB,1,kavya.gupta@mail.com
07/14/2026 05:17,Kavya,Singh,Pizza Hut,transport,61949.08,Ahmedabad,MH,0,kavya.singh@mail.com
08/20/2026 15:12,Riya,Gupta,Ola,electronics,7609.87,Delhi,MH,0,riya.gupta@mail.com
12/05/2026 00:37,Meera,Singh,Ola,electronics,41859.34,Bangalore,DL,1,meera.singh@mail.com
07/14/2026 18:26,Ananya,Verma,Air India,grocery,25752.77,Bangalore,TS,0,ananya.verma@mail.com
12/13/2026 10:33,Neha,Das,Swiggy,travel,57906.37,Chennai,TS,0,neha.das@mail.com
03/03/2026 17:37,Rohan,Sharma,Ola,travel,26143.88,Pune,KA,0,rohan.sharma@mail.com
02/09/2026 23:08,Riya,Reddy,Croma,shopping,23828.92,Kolkata,DL,0,riya.reddy@mail.com
02/28/2026 09:48,Ishaan,Reddy,Air India,shopping,69623.94,Kolkata,DL,0,ishaan.reddy@mail.com
05/24/2026 15:28,Rohan,Sharma,Reliance Store,electronics,74524.22,Delhi,KA,0,rohan.sharma@mail.com
06/07/2026 08:16,Ananya,Mehta,IRCTC,transport,1001.78,Hyderabad,TS,0,ananya.mehta@mail.com
11/25/2026 04:42,Rohan,Singh,Dominos,shopping,72098.8,Kolkata,DL,1,rohan.singh@mail.com
06/24/2026 14:52,Kavya,Singh,Croma,shopping,51730.62,Delhi,MH,0,kavya.singh@mail.com
07/27/2026 21:29,Aditya,Das,Air India,shopping,53162.74,Bangalore,GJ,0,aditya.das@mail.com
01/18/2026 17:06,Ananya,Reddy,Dominos,shopping,43186.35,Mumbai,TS,0,ananya.reddy@mail.com
04/02/2026 09:42,Meera,Singh,Dominos,electronics,79661.66,Delhi,TN,0,meera.singh@mail.com
09/01/2026 10:27,Kavya,Kapoor,Starbucks,electronics,46570.02,Chennai,DL,0,kavya.kapoor@mail.com
02/20/2026 20:03,Aarav,Patel,Starbucks,electronics,25239.46,Delhi,WB,0,aarav.patel@mail.com
05/08/2026 10:58,Meera,Mehta,Reliance Store,travel,52964.7,Mumbai,TS,0,meera.mehta@mail.com
07/25/2026 04:41,Ananya,Mehta,Big Bazaar,travel,57041.53,Chennai,WB,1,ananya.mehta@mail.com
02/14/2026 18:40,Ananya,Singh,Uber,shopping,44611.53,Ahmedabad,DL,0,ananya.singh@mail.com
05/04/2026 04:23,Aditya,Sharma,Amazon,electronics,78732.79,Delhi,DL,1,aditya.sharma@mail.com
11/23/2026 16:56,Ishaan,Sharma,Big Bazaar,shopping,51497.21,Mumbai,GJ,0,ishaan.sharma@mail.com
01/18/2026 20:49,Ananya,Nair,Swiggy,travel,33821.43,Ahmedabad,MH,0,ananya.nair@mail.com
11/05/2026 01:35,Ishaan,Kapoor,Ola,grocery,28508.99,Mumbai,TS,0,ishaan.kapoor@mail.com
01/27/2026 09:35,Neha,Patel,Reliance Store,travel,47752.92,Delhi,MH,0,neha.patel@mail.com
01/27/2026 14:01,Kavya,Nair,Flipkart,shopping,9964.0,Ahmedabad,TS,0,kavya.nair@mail.com
02/24/2026 18:15,Riya,Reddy,Big Bazaar,grocery,22486.7,Kolkata,TN,0,riya.reddy@mail.com
06/23/2026 10:53,Ishaan,Nair,Ola,electronics,17131.67,Bangalore,TS,0,ishaan.nair@mail.com
01/16/2026 16:07,Neha,Mehta,Uber,food,75036.47,Hyderabad,MH,0,neha.mehta@mail.com
03/10/2026 10:45,Ananya,Singh,Flipkart,travel,68063.72,Chennai,GJ,0,ananya.singh@mail.com
03/19/2026 08:09,Meera,Sharma,Croma,transport,66959.16,Pune,TN,0,meera.sharma@mail.com
07/06/2026 23:45,Aarav,Kapoor,Swiggy,electronics,32736.17,Mumbai,WB,0,aarav.kapoor@mail.com
12/13/2026 10:14,Aditya,Singh,IRCTC,shopping,37836.35,Delhi,GJ,0,aditya.singh@mail.com
10/22/2026 07:31,Aarav,Kapoor,Swiggy,transport,52066.77,Mumbai,KA,0,aarav.kapoor@mail.com
09/10/2026 20:46,Ananya,Patel,Air India,travel,57054.66,Delhi,DL,0,ananya.patel@mail.com
10/27/2026 02:06,Ananya,Verma,Starbucks,transport,230.6,Ahmedabad,TS,0,ananya.verma@mail.com
03/05/2026 15:15,Arjun,Verma,Air India,shopping,23566.37,Kolkata,WB,0,arjun.verma@mail.com
11/08/2026 16:43,Ananya,Nair,Flipkart,electronics,45468.49,Kolkata,WB,0,ananya.nair@mail.com
11/14/2026 20:44,Kavya,Mehta,Starbucks,shopping,19699.56,Kolkata,KA,0,kavya.mehta@mail.com
08/01/2026 23:11,Meera,Kapoor,Zomato,transport,1436.97,Bangalore,WB,0,meera.kapoor@mail.com
06/17/2026 20:43,Meera,Gupta,Myntra,travel,42428.45,Bangalore,GJ,0,meera.gupta@mail.com
06/17/2026 21:56,Rohan,Sharma,Ola,transport,74262.39,Bangalore,GJ,0,rohan.sharma@mail.com
07/01/2026 12:15,Meera,Das,Zomato,grocery,13902.88,Kolkata,TN,0,meera.das@mail.com
06/21/2026 10:11,Aditya,Mehta,Zomato,food,66825.33,Mumbai,TN,0,aditya.mehta@mail.com
05/13/2026 13:22,Rohan,Verma,Big Bazaar,grocery,2003.87,Hyderabad,GJ,0,rohan.verma@mail.com
12/26/2026 08:54,Arjun,Kapoor,Myntra,transport,22704.51,Kolkata,DL,0,arjun.kapoor@mail.com
06/26/2026 08:49,Arjun,Reddy,Reliance Store,transport,3393.63,Hyderabad,WB,0,arjun.reddy@mail.com
04/09/2026 14:21,Aarav,Nair,Air India,food,43616.12,Chennai,GJ,0,aarav.nair@mail.com
08/11/2026 03:07,Kavya,Patel,Dominos,transport,30573.78,Ahmedabad,TS,0,kavya.patel@mail.com
11/01/2026 07:20,Rohan,Das,Amazon,food,50060.78,Kolkata,MH,0,rohan.das@mail.com
12/10/2026 22:50,Kavya,Nair,Air India,transport,20056.1,Bangalore,GJ,0,kavya.nair@mail.com
11/07/2026 09:13,Rohan,Gupta,Big Bazaar,transport,49084.9,Hyderabad,KA,0,rohan.gupta@mail.com
09/20/2026 16:28,Riya,Sharma,Starbucks,food,11963.74,Chennai,WB,0,riya.sharma@mail.com
05/04/2026 07:57,Rohan,Singh,Amazon,electronics,22030.78,Kolkata,TN,0,rohan.singh@mail.com
06/17/2026 16:02,Arjun,Sharma,Nike,food,62187.75,Delhi,GJ,0,arjun.sharma@mail.com
04/09/2026 04:54,Meera,Gupta,Air India,electronics,56887.37,Chennai,KA,1,meera.gupta@mail.com
07/16/2026 14:40,Ananya,Nair,Myntra,shopping,75162.11,Pune,MH,0,ananya.nair@mail.com
09/09/2026 07:13,Aarav,Nair,Swiggy,grocery,62836.14,Chennai,MH,1,aarav.nair@mail.com
06/03/2026 12:20,Aditya,Reddy,Dominos,food,18563.31,Ahmedabad,GJ,0,aditya.reddy@mail.com
10/02/2026 12:00,Ishaan,Sharma,Amazon,travel,7013.97,Mumbai,KA,0,ishaan.sharma@mail.com
11/28/2026 17:36,Riya,Gupta,Apple Store,transport,39031.28,Mumbai,DL,0,riya.gupta@mail.com
03/16/2026 10:33,Arjun,Reddy,Starbucks,food,59156.55,Delhi,TS,0,arjun.reddy@mail.com
01/04/2026 21:09,Aarav,Patel,IRCTC,electronics,13729.11,Mumbai,TN,0,aarav.patel@mail.com
02/07/2026 07:02,Kavya,Singh,Amazon,food,78380.64,Pune,GJ,0,kavya.singh@mail.com
01/07/2026 19:39,Arjun,Mehta,Amazon,travel,59190.84,Chennai,TN,1,arjun.mehta@mail.com
12/04/2026 18:26,Meera,Verma,Pizza Hut,grocery,49177.49,Mumbai,TS,0,meera.verma@mail.com
05/19/2026 17:39,Meera,Reddy,Reliance Store,electronics,76885.82,Delhi,MH,0,meera.reddy@mail.com
10/05/2026 19:58,Kavya,Sharma,Air India,shopping,68409.99,Ahmedabad,WB,0,kavya.sharma@mail.com
05/14/2026 10:18,Riya,Mehta,Flipkart,food,19163.01,Chennai,TN,0,riya.mehta@mail.com
07/08/2026 23:09,Ananya,Verma,Myntra,shopping,58741.55,Delhi,TN,0,ananya.verma@mail.com
11/24/2026 21:00,Meera,Mehta,Big Bazaar,shopping,22261.88,Hyderabad,TN,0,meera.mehta@mail.com
02/07/2026 10:15,Meera,Das,Starbucks,electronics,27784.48,Kolkata,KA,0,meera.das@mail.com
08/24/2026 08:14,Aditya,Kapoor,Ola,transport,46042.37,Bangalore,KA,0,aditya.kapoor@mail.com
04/18/2026 10:50,Aarav,Das,Apple Store,transport,1787.39,Delhi,KA,0,aarav.das@mail.com
12/17/2026 17:55,Aditya,Singh,Reliance Store,grocery,71126.28,Ahmedabad,WB,0,aditya.singh@mail.com
05/11/2026 01:09,Riya,Patel,Big Bazaar,shopping,30617.26,Hyderabad,TN,0,riya.patel@mail.com
09/14/2026 16:41,Ananya,Patel,Ola,food,64210.95,Hyderabad,MH,0,ananya.patel@mail.com
01/15/2026 01:35,Aditya,Reddy,Dominos,travel,22553.72,Delhi,TN,0,aditya.reddy@mail.com
03/16/2026 11:19,Rohan,Gupta,Apple Store,shopping,13383.41,Ahmedabad,TN,0,rohan.gupta@mail.com
02/20/2026 14:11,Aditya,Verma,Myntra,transport,36935.55,Kolkata,DL,0,aditya.verma@mail.com
10/13/2026 21:15,Riya,Nair,Starbucks,shopping,34423.47,Delhi,MH,0,riya.nair@mail.com
06/12/2026 11:27,Meera,Mehta,Reliance Store,shopping,2466.73,Ahmedabad,TN,0,meera.mehta@mail.com
01/20/2026 21:39,Meera,Sharma,Swiggy,food,51958.08,Bangalore,KA,0,meera.sharma@mail.com
05/19/2026 00:18,Ishaan,Reddy,Myntra,food,28911.69,Delhi,MH,0,ishaan.reddy@mail.com
03/19/2026 16:18,Arjun,Mehta,Myntra,grocery,63396.08,Chennai,DL,0,arjun.mehta@mail.com
06/21/2026 08:53,Ishaan,Nair,Croma,shopping,51951.69,Pune,MH,0,ishaan.nair@mail.com
01/12/2026 18:13,Rohan,Reddy,Swiggy,travel,1886.78,Chennai,GJ,0,rohan.reddy@mail.com
02/07/2026 06:36,Neha,Kapoor,Myntra,shopping,36957.53,Ahmedabad,GJ,0,neha.kapoor@mail.com
07/19/2026 14:17,Rohan,Patel,Swiggy,shopping,55988.73,Ahmedabad,DL,0,rohan.patel@mail.com
07/09/2026 09:10,Neha,Reddy,Flipkart,shopping,3811.65,Hyderabad,GJ,0,neha.reddy@mail.com
07/19/2026 12:04,Rohan,Verma,Myntra,travel,3420.41,Pune,MH,1,rohan.verma@mail.com
06/10/2026 23:27,Aditya,Verma,Pizza Hut,grocery,76590.12,Mumbai,KA,0,aditya.verma@mail.com
07/20/2026 17:09,Riya,Gupta,Big Bazaar,shopping,69950.14,Pune,DL,0,riya.gupta@mail.com
11/22/2026 09:18,Rohan,Reddy,Ola,transport,77406.58,Pune,DL,0,rohan.reddy@mail.com
11/24/2026 23:34,Kavya,Singh,Myntra,electronics,24742.72,Pune,TN,0,kavya.singh@mail.com
05/07/2026 23:01,Neha,Gupta,IRCTC,shopping,70488.14,Mumbai,GJ,0,neha.gupta@mail.com
08/17/2026 14:17,Neha,Das,Croma,grocery,9837.43,Mumbai,GJ,0,neha.das@mail.com
03/22/2026 04:22,Ananya,Sharma,Dominos,food,50991.89,Kolkata,WB,1,ananya.sharma@mail.com
01/02/2026 04:21,Arjun,Nair,Flipkart,travel,2373.09,Pune,DL,0,arjun.nair@mail.com
10/03/2026 18:48,Ishaan,Sharma,Myntra,travel,73260.93,Chennai,TS,0,ishaan.sharma@mail.com
05/01/2026 10:00,Aditya,Mehta,Croma,transport,14040.45,Ahmedabad,TN,0,aditya.mehta@mail.com
06/19/2026 23:55,Kavya,Kapoor,Uber,grocery,44957.04,Ahmedabad,KA,0,kavya.kapoor@mail.com
02/07/2026 02:17,Kavya,Verma,Dominos,travel,31086.69,Ahmedabad,KA,0,kavya.verma@mail.com
02/02/2026 22:33,Kavya,Sharma,Croma,grocery,55818.5,Delhi,GJ,0,kavya.sharma@mail.com
01/12/2026 15:51,Ananya,Gupta,Flipkart,food,72000.4,Kolkata,MH,0,ananya.gupta@mail.com
09/17/2026 03:20,Aarav,Das,Flipkart,food,20031.61,Kolkata,KA,0,aarav.das@mail.com
04/08/2026 23:57,Neha,Reddy,Air India,travel,27997.99,Pune,GJ,0,neha.reddy@mail.com
01/06/2026 18:34,Neha,Nair,Zomato,electronics,77529.92,Mumbai,MH,0,neha.nair@mail.com
12/04/2026 02:45,Riya,Das,Air India,food,33722.55,Chennai,DL,0,riya.das@mail.com
06/16/2026 13:38,Meera,Gupta,Reliance Store,shopping,14227.1,Mumbai,WB,0,meera.gupta@mail.com
08/04/2026 10:32,Kavya,Kapoor,Dominos,grocery,33979.77,Hyderabad,DL,0,kavya.kapoor@mail.com
01/18/2026 20:46,Ananya,Mehta,Croma,grocery,44416.72,Hyderabad,TN,0,ananya.mehta@mail.com
05/25/2026 22:00,Aarav,Verma,Starbucks,food,11021.64,Bangalore,DL,0,aarav.verma@mail.com
11/19/2026 19:20,Aarav,Sharma,IRCTC,food,24880.05,Ahmedabad,TN,0,aarav.sharma@mail.com
11/21/2026 11:11,Meera,Kapoor,Dominos,transport,13758.19,Mumbai,TS,0,meera.kapoor@mail.com
08/05/2026 16:57,Kavya,Mehta,Croma,travel,13815.6,Mumbai,KA,0,kavya.mehta@mail.com
07/01/2026 20:33,Ishaan,Singh,Starbucks,grocery,14166.82,Ahmedabad,KA,0,ishaan.singh@mail.com
11/07/2026 11:17,Kavya,Patel,Zomato,transport,66602.51,Pune,KA,0,kavya.patel@mail.com
11/14/2026 09:05,Aditya,Kapoor,Croma,shopping,6415.84,Delhi,MH,0,aditya.kapoor@mail.com
04/22/2026 12:17,Meera,Gupta,Nike,electronics,31022.57,Hyderabad,GJ,0,meera.gupta@mail.com
04/14/2026 19:06,Riya,Patel,Amazon,shopping,22118.77,Pune,WB,0,riya.patel@mail.com
02/02/2026 04:56,Aditya,Gupta,Nike,grocery,40620.77,Chennai,TN,1,aditya.gupta@mail.com
08/07/2026 10:29,Arjun,Sharma,Swiggy,transport,6270.6,Chennai,WB,0,arjun.sharma@mail.com
07/15/2026 03:40,Ishaan,Kapoor,Reliance Store,shopping,15023.11,Mumbai,TN,0,ishaan.kapoor@mail.com
02/04/2026 05:06,Ananya,Verma,Apple Store,shopping,2035.4,Pune,KA,0,ananya.verma@mail.com
11/28/2026 15:02,Aditya,Gupta,Croma,travel,59462.48,Pune,GJ,0,aditya.gupta@mail.com
11/22/2026 19:58,Neha,Singh,Apple Store,grocery,21612.43,Pune,GJ,0,neha.singh@mail.com
05/13/2026 16:45,Rohan,Verma,Reliance Store,shopping,70241.55,Chennai,KA,1,rohan.verma@mail.com
03/07/2026 18:09,Ananya,Das,Croma,transport,75659.54,Bangalore,WB,0,ananya.das@mail.com
11/13/2026 20:54,Meera,Singh,Starbucks,transport,29804.51,Kolkata,KA,0,meera.singh@mail.com
07/09/2026 18:21,Rohan,Reddy,Swiggy,food,56840.3,Mumbai,TS,0,rohan.reddy@mail.com
12/23/2026 09:00,Ananya,Sharma,Amazon,shopping,6703.42,Bangalore,TN,1,ananya.sharma@mail.com
12/27/2026 20:50,Ishaan,Singh,Big Bazaar,transport,20325.31,Delhi,DL,0,ishaan.singh@mail.com
10/24/2026 18:34,Neha,Patel,Flipkart,transport,30593.38,Chennai,MH,1,neha.patel@mail.com
06/14/2026 22:01,Rohan,Patel,Croma,travel,52818.1,Chennai,WB,0,rohan.patel@mail.com
09/19/2026 20:49,Meera,Verma,Swiggy,travel,16205.7,Bangalore,TN,0,meera.verma@mail.com
05/22/2026 19:51,Kavya,Mehta,Swiggy,transport,10786.12,Hyderabad,KA,0,kavya.mehta@mail.com
07/09/2026 16:58,Aarav,Verma,Croma,grocery,8736.64,Pune,WB,1,aarav.verma@mail.com
08/24/2026 22:00,Neha,Mehta,Croma,shopping,45117.08,Ahmedabad,KA,0,neha.mehta@mail.com
01/21/2026 01:40,Arjun,Sharma,Ola,electronics,52700.77,Kolkata,TN,1,arjun.sharma@mail.com
06/15/2026 01:05,Aditya,Mehta,Dominos,grocery,33449.67,Pune,WB,0,aditya.mehta@mail.com
10/28/2026 11:59,Riya,Mehta,Reliance Store,electronics,68443.16,Kolkata,TS,0,riya.mehta@mail.com
04/13/2026 03:57,Arjun,Reddy,Air India,travel,53593.82,Ahmedabad,KA,1,arjun.reddy@mail.com
09/20/2026 07:39,Kavya,Verma,Air India,electronics,77483.84,Bangalore,KA,0,kavya.verma@mail.com
09/19/2026 13:42,Ishaan,Verma,Ola,grocery,61668.43,Ahmedabad,MH,0,ishaan.verma@mail.com
05/28/2026 11:09,Kavya,Mehta,Swiggy,travel,6197.67,Delhi,GJ,1,kavya.mehta@mail.com
11/16/2026 17:50,Arjun,Reddy,Croma,grocery,19844.39,Mumbai,DL,0,arjun.reddy@mail.com
08/19/2026 00:12,Ishaan,Singh,Dominos,food,28437.54,Hyderabad,DL,0,ishaan.singh@mail.com
04/15/2026 21:45,Aditya,Mehta,Croma,electronics,25266.66,Mumbai,DL,0,aditya.mehta@mail.com
06/24/2026 12:55,Riya,Verma,IRCTC,electronics,20146.71,Pune,KA,0,riya.verma@mail.com
11/15/2026 21:53,Aarav,Kapoor,Uber,shopping,37110.44,Mumbai,GJ,0,aarav.kapoor@mail.com
08/10/2026 07:58,Ishaan,Das,Pizza Hut,grocery,15610.9,Delhi,MH,0,ishaan.das@mail.com
01/14/2026 18:13,Ishaan,Patel,Myntra,transport,31242.1,Kolkata,MH,0,ishaan.patel@mail.com
06/05/2026 23:09,Rohan,Verma,Swiggy,transport,30093.32,Bangalore,WB,0,rohan.verma@mail.com
10/21/2026 16:34,Ananya,Verma,Amazon,food,5786.3,Chennai,WB,0,ananya.verma@mail.com
05/07/2026 08:36,Arjun,Sharma,Croma,electronics,43434.51,Mumbai,TS,0,arjun.sharma@mail.com
06/06/2026 03:04,Kavya,Singh,Ola,electronics,29561.69,Pune,TN,0,kavya.singh@mail.com
11/19/2026 02:47,Kavya,Singh,Dominos,shopping,66284.45,Ahmedabad,GJ,1,kavya.singh@mail.com
11/15/2026 05:22,Meera,Kapoor,Ola,travel,37443.46,Hyderabad,TN,0,meera.kapoor@mail.com
01/09/2026 12:54,Aditya,Verma,Zomato,grocery,21252.15,Kolkata,TN,0,aditya.verma@mail.com
04/26/2026 07:24,Neha,Reddy,Croma,food,1736.42,Bangalore,KA,0,neha.reddy@mail.com
06/07/2026 17:21,Arjun,Singh,Myntra,travel,57926.29,Bangalore,GJ,0,arjun.singh@mail.com
12/28/2026 11:35,Neha,Reddy,Uber,transport,79241.9,Hyderabad,KA,0,neha.reddy@mail.com
05/06/2026 18:08,Ananya,Sharma,Air India,grocery,71653.92,Delhi,GJ,0,ananya.sharma@mail.com
05/21/2026 06:20,Ishaan,Kapoor,Starbucks,grocery,27178.37,Hyderabad,GJ,0,ishaan.kapoor@mail.com
10/17/2026 00:03,Aarav,Kapoor,Apple Store,travel,33779.42,Delhi,TN,0,aarav.kapoor@mail.com
06/20/2026 10:50,Ishaan,Sharma,Air India,grocery,54342.5,Delhi,KA,0,ishaan.sharma@mail.com
04/07/2026 21:05,Ananya,Singh,Apple Store,grocery,58686.25,Delhi,DL,0,ananya.singh@mail.com
06/07/2026 13:06,Rohan,Reddy,IRCTC,grocery,64501.07,Hyderabad,TN,0,rohan.reddy@mail.com
12/26/2026 15:21,Riya,Verma,Apple Store,shopping,66259.27,Delhi,GJ,0,riya.verma@mail.com
11/05/2026 08:12,Aditya,Gupta,Uber,transport,47430.75,Kolkata,GJ,0,aditya.gupta@mail.com
01/22/2026 17:33,Aarav,Patel,Air India,grocery,42722.88,Delhi,GJ,0,aarav.patel@mail.com
12/20/2026 16:50,Aarav,Das,Dominos,travel,28670.49,Bangalore,DL,0,aarav.das@mail.com
02/22/2026 17:04,Rohan,Sharma,Ola,electronics,44437.6,Hyderabad,KA,0,rohan.sharma@mail.com
04/20/2026 07:33,Aditya,Kapoor,Dominos,transport,40972.9,Hyderabad,TN,0,aditya.kapoor@mail.com
07/28/2026 08:30,Meera,Das,Amazon,food,38437.35,Hyderabad,WB,0,meera.das@mail.com
02/05/2026 23:21,Ananya,Sharma,Myntra,electronics,26589.26,Pune,DL,0,ananya.sharma@mail.com
04/06/2026 00:05,Riya,Verma,Uber,travel,55534.59,Bangalore,TS,1,riya.verma@mail.com
09/01/2026 05:03,Ananya,Mehta,Amazon,food,5011.04,Pune,KA,0,ananya.mehta@mail.com
04/11/2026 10:30,Rohan,Reddy,Nike,transport,20130.89,Pune,TS,0,rohan.reddy@mail.com
08/24/2026 07:23,Aditya,Sharma,Zomato,food,4825.66,Mumbai,WB,0,aditya.sharma@mail.com
08/03/2026 01:27,Rohan,Verma,Reliance Store,shopping,21808.57,Hyderabad,MH,0,rohan.verma@mail.com
03/09/2026 12:28,Ishaan,Gupta,Zomato,transport,29571.67,Chennai,TN,0,ishaan.gupta@mail.com
02/24/2026 17:37,Rohan,Kapoor,Starbucks,shopping,9576.03,Kolkata,TN,0,rohan.kapoor@mail.com
07/16/2026 11:31,Neha,Verma,Myntra,travel,51248.73,Kolkata,KA,0,neha.verma@mail.com
10/19/2026 23:16,Riya,Das,Myntra,transport,43377.39,Kolkata,TS,0,riya.das@mail.com
11/04/2026 20:30,Rohan,Das,Apple Store,transport,10456.99,Chennai,KA,0,rohan.das@mail.com
12/21/2026 03:47,Rohan,Reddy,Air India,transport,35643.68,Delhi,TS,0,rohan.reddy@mail.com
10/17/2026 13:31,Arjun,Reddy,Big Bazaar,transport,59044.96,Bangalore,TS,0,arjun.reddy@mail.com
12/27/2026 05:04,Rohan,Nair,Croma,food,31741.28,Kolkata,TN,0,rohan.nair@mail.com
04/24/2026 16:49,Aarav,Gupta,Air India,electronics,29030.08,Delhi,TN,0,aarav.gupta@mail.com
01/21/2026 20:30,Ishaan,Reddy,Swiggy,transport,24957.95,Mumbai,KA,0,ishaan.reddy@mail.com
07/25/2026 22:16,Aditya,Patel,Amazon,electronics,40604.04,Kolkata,MH,1,aditya.patel@mail.com
03/05/2026 11:12,Ishaan,Patel,Amazon,food,15952.34,Hyderabad,TS,0,ishaan.patel@mail.com
11/02/2026 21:27,Arjun,Mehta,Croma,grocery,74405.43,Bangalore,MH,0,arjun.mehta@mail.com
05/25/2026 20:34,Aarav,Patel,Reliance Store,travel,61257.53,Kolkata,TN,0,aarav.patel@mail.com
08/25/2026 02:26,Rohan,Verma,Pizza Hut,travel,1272.88,Mumbai,GJ,0,rohan.verma@mail.com
06/03/2026 23:58,Kavya,Reddy,Zomato,electronics,48210.2,Kolkata,MH,0,kavya.reddy@mail.com
04/09/2026 04:28,Rohan,Nair,Uber,electronics,41375.55,Kolkata,KA,1,rohan.nair@mail.com
09/11/2026 22:37,Ananya,Patel,Starbucks,food,47215.08,Ahmedabad,MH,0,ananya.patel@mail.com
02/14/2026 18:43,Ishaan,Mehta,Swiggy,electronics,51407.4,Kolkata,TN,0,ishaan.mehta@mail.com
05/17/2026 00:31,Riya,Patel,Flipkart,food,6929.6,Mumbai,WB,0,riya.patel@mail.com
11/06/2026 15:19,Riya,Nair,Big Bazaar,electronics,63222.36,Mumbai,DL,0,riya.nair@mail.com
07/14/2026 02:15,Aditya,Patel,Big Bazaar,electronics,50635.62,Delhi,DL,1,aditya.patel@mail.com
09/02/2026 16:01,Aarav,Verma,Nike,transport,35164.68,Chennai,DL,1,aarav.verma@mail.com
08/17/2026 10:27,Riya,Mehta,Swiggy,travel,52271.78,Chennai,DL,0,riya.mehta@mail.com
12/16/2026 00:59,Riya,Reddy,IRCTC,transport,34816.9,Mumbai,WB,0,riya.reddy@mail.com
05/14/2026 00:11,Kavya,Sharma,Reliance Store,transport,72837.9,Ahmedabad,MH,1,kavya.sharma@mail.com
04/12/2026 18:18,Riya,Patel,Starbucks,shopping,55536.28,Hyderabad,TS,0,riya.patel@mail.com
08/09/2026 14:39,Kavya,Kapoor,Reliance Store,food,50008.41,Hyderabad,TN,0,kavya.kapoor@mail.com
06/02/2026 21:41,Ananya,Reddy,IRCTC,grocery,8856.29,Ahmedabad,TS,0,ananya.reddy@mail.com
09/25/2026 16:41,Arjun,Reddy,Myntra,food,14617.3,Kolkata,TN,0,arjun.reddy@mail.com
01/04/2026 11:27,Meera,Gupta,Ola,shopping,53921.41,Kolkata,WB,0,meera.gupta@mail.com
09/26/2026 17:29,Neha,Singh,Air India,food,45815.99,Kolkata,WB,0,neha.singh@mail.com
03/15/2026 20:14,Ananya,Mehta,Air India,transport,64007.89,Ahmedabad,GJ,0,ananya.mehta@mail.com
09/18/2026 11:31,Arjun,Patel,Dominos,transport,67171.06,Pune,TS,1,arjun.patel@mail.com
04/14/2026 18:21,Aarav,Singh,Nike,transport,15289.13,Delhi,TS,0,aarav.singh@mail.com
10/02/2026 10:42,Arjun,Mehta,Apple Store,shopping,58858.31,Mumbai,TN,0,arjun.mehta@mail.com
10/10/2026 23:17,Meera,Sharma,Reliance Store,travel,40115.87,Delhi,GJ,0,meera.sharma@mail.com
10/23/2026 04:31,Rohan,Gupta,Zomato,food,32634.63,Hyderabad,WB,0,rohan.gupta@mail.com
11/04/2026 04:21,Ishaan,Verma,Big Bazaar,food,6098.31,Kolkata,DL,0,ishaan.verma@mail.com
07/16/2026 15:59,Ishaan,Sharma,Starbucks,transport,22741.52,Bangalore,DL,0,ishaan.sharma@mail.com
03/01/2026 09:55,Meera,Mehta,Reliance Store,grocery,7771.05,Hyderabad,WB,0,meera.mehta@mail.com
06/18/2026 08:31,Meera,Mehta,Reliance Store,shopping,44497.75,Ahmedabad,TS,0,meera.mehta@mail.com
06/03/2026 04:24,Riya,Gupta,Apple Store,grocery,14190.33,Chennai,GJ,0,riya.gupta@mail.com
07/14/2026 15:00,Arjun,Gupta,Uber,grocery,66790.88,Ahmedabad,GJ,0,arjun.gupta@mail.com
10/27/2026 20:11,Aarav,Singh,Swiggy,grocery,24244.6,Kolkata,TN,0,aarav.singh@mail.com
01/20/2026 15:07,Meera,Gupta,Big Bazaar,grocery,8875.7,Delhi,MH,0,meera.gupta@mail.com
03/18/2026 20:38,Neha,Gupta,Flipkart,food,58971.64,Mumbai,GJ,0,neha.gupta@mail.com
05/15/2026 08:38,Kavya,Reddy,Uber,transport,16433.14,Mumbai,GJ,0,kavya.reddy@mail.com
05/09/2026 17:34,Arjun,Gupta,Ola,grocery,34618.84,Pune,MH,0,arjun.gupta@mail.com
